Time (seconds);Time (microseconds);Speed (m/s);Steering angle (deg);Lane change
0;0;22.330129609967617;-0.0;0
0;10000;22.157047030536535;-0.0;0
0;20000;22.1961586513236;-0.0;0
0;30000;22.20512192289662;-0.0;0
0;40000;22.170271394095654;-0.0;0
0;50000;22.160038891236745;-0.0;0
0;60000;22.150331730015203;-0.0;0
0;70000;22.16590596616578;-0.0;0
0;80000;22.179730300263145;-0.0;0
0;90000;22.223619609653124;-0.0;0
0;100000;22.200565766005916;-0.0;0
0;110000;22.160748014841214;-0.0;0
0;120000;22.07945790237594;-0.0;0
0;130000;22.016428542211916;-0.0;0
0;140000;21.992522575608707;-0.0;0
0;150000;21.91153238903459;-0.0;0
0;160000;21.896092020114537;-0.0;0
0;170000;21.933021237786324;-0.0;0
0;180000;21.972884266989748;-0.0;0
0;190000;21.847355761629895;-0.0;0
0;200000;21.878730455071604;-0.0;0
0;210000;21.879419277614915;-0.0;0
0;220000;21.86320553151983;-0.0;0
0;230000;21.888396972035178;-0.0;0
0;240000;21.919788300988447;-0.0;0
0;250000;21.90314141287516;-0.0;0
0;260000;22.002223301481113;-0.0;0
0;270000;22.127742006984395;-0.0;0
0;280000;22.107641368165417;-0.0;0
0;290000;21.99957818177062;-0.0;0
0;300000;21.968360505289763;-0.0;0
0;310000;22.006077320355168;-0.0;0
0;320000;21.95084556505699;-0.0;0
0;330000;21.962803490832442;-0.0;0
0;340000;21.923838219861516;-0.0;0
0;350000;21.855716557379296;-0.0;0
0;360000;21.77043509290395;-0.0;0
0;370000;21.73976698528131;-0.0;0
0;380000;21.782994716659687;-0.0;0
0;390000;21.719009613747225;-0.0;0
0;400000;21.718307504256117;-0.0;0
0;410000;21.71292161435085;-0.0;0
0;420000;21.71898016394545;-0.0;0
0;430000;21.643945138785032;-0.0;0
0;440000;21.622367153610114;-0.0;0
0;450000;21.711613692171458;-0.0;0
0;460000;21.60545657487373;-0.0;0
0;470000;21.644862063273248;-0.0;0
0;480000;21.686470848878095;-0.0;0
0;490000;21.70903368622299;-0.0;0
0;500000;21.752140526117305;-0.0;0
0;510000;21.97289379939266;-0.0;0
0;520000;21.989951114621725;-0.0;0
0;530000;22.0460275479499;-0.0;0
0;540000;22.07361708680368;-0.0;0
0;550000;22.153816654443045;-0.0;0
0;560000;22.189276865020403;-0.0;0
0;570000;22.069268830464022;-0.0;0
0;580000;22.126546422424354;-0.0;0
0;590000;22.085194897684083;-0.0;0
0;600000;22.168667378533623;-0.0;0
0;610000;22.101560760985677;-0.0;0
0;620000;22.241463027341936;-0.0;0
0;630000;22.331664405265773;-0.0;0
0;640000;22.466547858576877;-0.0;0
0;650000;22.534307927833225;-0.0;0
0;660000;22.490680291830785;-0.0;0
0;670000;22.502274936156486;-0.0;0
0;680000;22.59482104176044;-0.0;0
0;690000;22.715936307677495;-0.0;0
0;700000;22.822065109644583;-0.0;0
0;710000;22.792388156101417;-0.0;0
0;720000;22.859005773556323;-0.0;0
0;730000;22.92117740142001;-0.0;0
0;740000;22.815133731315726;-0.0;0
0;750000;22.871545319903415;-0.0;0
0;760000;22.8407723095883;-0.0;0
0;770000;22.907814939568343;-0.0;0
0;780000;22.99631877970056;-0.0;0
0;790000;22.980056220516424;-0.0;0
0;800000;22.995166727329856;-0.0;0
0;810000;23.116517267239356;-0.0;0
0;820000;23.060744091750802;-0.0;0
0;830000;23.02643680343039;-0.0;0
0;840000;23.045408969604537;-0.0;0
0;850000;23.11224480089721;-0.0;0
0;860000;23.247466490642218;-0.0;0
0;870000;23.330147627132813;-0.0;0
0;880000;23.28422776544453;-0.0;0
0;890000;23.314249436487994;-0.0;0
0;900000;23.3279262585643;-0.0;0
0;910000;23.265670394678082;-0.0;0
0;920000;23.318184171242734;-0.0;0
0;930000;23.25427524938101;-0.0;0
0;940000;23.39808527332137;-0.0;0
0;950000;23.271510082647254;-0.0;0
0;960000;23.405141906658702;-0.0;0
0;970000;23.37181105673922;-0.0;0
0;980000;23.20331720869814;-0.0;0
0;990000;23.175307840617513;-0.0;0
1;0;23.174505773578225;-0.0;0
1;10000;23.063690648739414;-0.0;0
1;20000;23.02989505739977;-0.0;0
1;30000;22.902204767925422;-0.0;0
1;40000;22.906086304170607;-0.0;0
1;50000;22.852480086261252;-0.0;0
1;60000;22.845864644075437;-0.0;0
1;70000;22.884632139359436;-0.0;0
1;80000;22.73905122817128;-0.0;0
1;90000;22.666019636757884;-0.0;0
1;100000;22.618901322625707;-0.0;0
1;110000;22.720090194572332;-0.0;0
1;120000;22.70975365892058;-0.0;0
1;130000;22.703613921808277;-0.0;0
1;140000;22.574269064467174;-0.0;0
1;150000;22.611522144616025;-0.0;0
1;160000;22.747240476556456;-0.0;0
1;170000;22.70579667435999;-0.0;0
1;180000;22.584105195574292;-0.0;0
1;190000;22.664248662666484;-0.0;0
1;200000;22.54043879167578;-0.0;0
1;210000;22.596371912340118;-0.0;0
1;220000;22.563751195213673;-0.0;0
1;230000;22.552260565903662;-0.0;0
1;240000;22.530567150151377;-0.0;0
1;250000;22.40035288581085;-0.0;0
1;260000;22.398561519813484;-0.0;0
1;270000;22.281575900224496;-0.0;0
1;280000;22.146854463228546;-0.0;0
1;290000;22.183170740240335;-0.0;0
1;300000;22.10118391657307;-0.0;0
1;310000;21.93417438963987;-0.0;0
1;320000;21.92798048629442;-0.0;0
1;330000;21.881506724179125;-0.0;0
1;340000;21.789787482206282;-0.0;0
1;350000;21.718060417690822;-0.0;0
1;360000;21.701288911048163;-0.0;0
1;370000;21.68636566677584;-0.0;0
1;380000;21.69178312724736;-0.0;0
1;390000;21.52730236214268;-0.0;0
1;400000;21.633539906664296;-0.0;0
